"","Creek","Date","WY","ppt","t_max","t_min","t_avg","vpd_min","vpd_max"
"6927","Rock",2009-11-01,2010,63.5,14.5139999,4.316,9.4140005,2.0420001,10.7449999
"6928","Rock",2009-12-01,2010,233.404007,8.5799999,-0.15,4.2140002,1.007,5.9159999
"6929","Rock",2010-01-01,2010,318.3880005,9.5059996,2.056,5.7800002,0.856,5.1129999
"6930","Rock",2010-02-01,2010,194.1660004,10.1289997,1.5410001,5.8340001,0.657,8.2200003
"6931","Rock",2010-03-01,2010,175.348999,12.4610004,1.215,6.8380003,1.626,12.8339996
"6932","Rock",2010-04-01,2010,269.2950134,12.2410002,1.628,6.9340005,0.811,9.1730003
"6933","Rock",2010-05-01,2010,129.8350067,16.6569996,4.46,10.5580006,1.928,12.7049999
"6934","Rock",2010-06-01,2010,5.8150001,24.8129997,11.6870003,18.25,3.8510001,21.7889996
"6935","Rock",2010-07-01,2010,0,30.5170002,15.3290005,22.9230003,6.789,32.8499985
"6936","Rock",2010-08-01,2010,2.2520001,28.7199993,13.887001,21.3030014,7.7049999,31.9349995
"6937","Rock",2010-09-01,2010,1.774,27.3339996,12.5380011,19.9360008,7.2420001,29.6060009
"6938","Rock",2010-10-01,2011,247.9799957,20.5049992,9.151,14.8270006,3.204,16.8619995
"6939","Rock",2010-11-01,2011,288.07901,12.3009996,3.118,7.7090006,1.607,8.7290001
"6940","Rock",2010-12-01,2011,550.0319824,8.5819998,2.003,5.2920003,0.415,4.0479999
"6941","Rock",2011-01-01,2011,74.7060013,12.2819996,1.498,6.8890004,1.744,9.5299997
"6942","Rock",2011-02-01,2011,234.8769989,9.1859999,-0.901,4.1420002,1.4680001,7.5669999
"6943","Rock",2011-03-01,2011,602.6270142,8.5240002,0.8890001,4.7060003,0.42,5.0149999
"6944","Rock",2011-04-01,2011,96.2220001,14.3249998,2.3940001,8.3590002,0.939,10.0869999
"6945","Rock",2011-05-01,2011,111.3789978,16.7940006,4.9130001,10.8530006,2.0539999,13.0640001
"6946","Rock",2011-06-01,2011,77.3580017,22.7040005,10.4320002,16.5680008,3.487,18.4890003
"6947","Rock",2011-07-01,2011,0,28.2740002,13.8710003,21.0720005,5.1009998,27.7779999
"6948","Rock",2011-08-01,2011,0,30.0669994,15.4940004,22.7800007,8.4280005,33.7919998
"6949","Rock",2011-09-01,2011,0.55,29.4650002,14.7880011,22.1260014,7.9879999,33.1489983
"6950","Rock",2011-10-01,2012,131.6080017,20.6849995,8.3870001,14.5350008,2.7079999,16.0860004
"6951","Rock",2011-11-01,2012,82.0820007,12.1440001,3.6280003,7.8860002,1.531,8.4209995
"6952","Rock",2011-12-01,2012,6.5799999,12.0380001,1.6670001,6.8520002,2.993,10.3590002
"6953","Rock",2012-01-01,2012,228.6269989,12.7119999,2.9050002,7.8080006,2.9300001,10.566
"6954","Rock",2012-02-01,2012,81.4209976,11.7629995,1.192,6.4770002,1.4960001,9.0380001
"6955","Rock",2012-03-01,2012,518.322998,10.052,1.4680001,5.7600002,0.819,6.223
"6956","Rock",2012-04-01,2012,256.4930115,15.908,4.4690003,10.1880007,1.8430001,11.9440002
"6957","Rock",2012-05-01,2012,19.6924,22.3419991,8.5290003,15.4350004,4.4390001,21.3670006
"6958","Rock",2012-06-01,2012,52.3380013,25.2439995,11.6820002,18.4620018,6.1490002,25.4020004
"6959","Rock",2012-07-01,2012,2.029,29.552,14.5570011,22.0540009,8.9289999,33.1619987
"6960","Rock",2012-08-01,2012,0.031,32.6689987,16.5480003,24.6080017,11.0389996,41.9589996
"6961","Rock",2012-09-01,2012,0,29.7299995,14.7890005,22.2590008,9.2799997,33.9090004
"6962","Rock",2012-10-01,2013,101.5169983,21.2830009,8.7820005,15.0320005,4.5310001,19.5769997
"6963","Rock",2012-11-01,2013,356.2059937,14.474,5.6510005,10.0620003,2.155,9.7980003
"6964","Rock",2012-12-01,2013,552.74646,7.895,1.212,4.5530005,0.753,4.7160001
"6965","Rock",2013-01-01,2013,40.8660011,11.3590002,-0.458,5.4500003,1.597,9.052
"6966","Rock",2013-02-01,2013,26.5170002,12.2480001,0.56,6.4040003,2.1010001,10.1809998
"6967","Rock",2013-03-01,2013,110.8809967,15.6680002,4.2140002,9.9410009,2.063,12.0120001
"6968","Rock",2013-04-01,2013,51.0909996,18.9740009,6.3610005,12.6670008,3.6170001,16.6240005
"6969","Rock",2013-05-01,2013,34.5320015,21.5470009,9.552,15.5490007,4.3280001,19.0279999
"6970","Rock",2013-06-01,2013,63.9160004,26.6019993,12.7180004,19.6590004,4.6950002,25.757
"6971","Rock",2013-07-01,2013,0,31.5480003,16.993,24.2700005,11.8629999,36.6259995
"6972","Rock",2013-08-01,2013,0.666,29.0160007,14.4090004,21.7120018,7.8709998,31.9279995
"6973","Rock",2013-09-01,2013,54.6160011,24.7619991,11.8780003,18.3190002,5.5029998,23.309
"6974","Rock",2013-10-01,2014,17.9090004,20.5400009,7.3440003,13.9420004,4.9569998,19.2749996
"6975","Rock",2013-11-01,2014,49.2270012,15.7019997,5.927,10.8140001,3.802,12.5349998
"6976","Rock",2013-12-01,2014,37.0849991,12.2489996,0.052,6.1500001,3.1159999,10.9160004
"6977","Rock",2014-01-01,2014,49.2610016,16.0429993,5.1570001,10.5990009,5.1459999,14.1689997
"6978","Rock",2014-02-01,2014,408.1159973,11.2340002,3.062,7.1480002,1.089,7.2810001
"6979","Rock",2014-03-01,2014,272.855011,14.4980001,4.7780004,9.6380005,2.309,10.7110004
"6980","Rock",2014-04-01,2014,98.2229996,17.7849998,5.6650004,11.7250004,2.654,14.5959997
"6981","Rock",2014-05-01,2014,25.6539993,22.4249992,9.7880001,16.1060009,4.927,21.0179996
"6982","Rock",2014-06-01,2014,0,27.2619991,13.927001,20.5940018,8.5950003,29.4540005
"6983","Rock",2014-07-01,2014,0.662,31.4899998,18.1690006,24.8290005,10.5600004,36.1629982
"6984","Rock",2014-08-01,2014,6.2049999,29.2350006,17.1870003,23.2110004,9.5629997,31.4060001
"6985","Rock",2014-09-01,2014,34.4949989,27.2229996,13.5740004,20.3980007,7.1939998,28.5359993
"6986","Rock",2014-10-01,2015,59.0060005,22.3360004,10.7620001,16.5490017,5.8390002,20.6159992
"6987","Rock",2014-11-01,2015,161.4109955,14.6370001,5.6710005,10.1540003,2.198,10.0249996
"6988","Rock",2014-12-01,2015,427.4259949,8.9969997,3.3880002,6.1920004,0.414,3.918
"6989","Rock",2015-01-01,2015,1.682,14.8889999,4.717,9.802,2.8329999,11.3640003
"6990","Rock",2015-02-01,2015,192.1799927,16.2670002,5.493,10.8800001,2.4189999,12.0509996
"6991","Rock",2015-03-01,2015,29.8789997,18.2679996,5.5310001,11.8990002,2.487,14.3290005
"6992","Rock",2015-04-01,2015,93.6100006,17.7019997,5.1920004,11.4470005,2.6340001,14.3590002
"6993","Rock",2015-05-01,2015,25.2689991,20.191,8.401,14.2960005,2.7130001,15.6070004
"6994","Rock",2015-06-01,2015,11.4729996,28.8789997,14.6940002,21.7860012,9.1120005,31.309
"6995","Rock",2015-07-01,2015,0.948,29.4559994,16.5550003,23.0050011,8.3940001,31.3199997
"6996","Rock",2015-08-01,2015,0.82,30.0860004,16.6290016,23.3570004,10.1540003,34.8600006
"6997","Rock",2015-09-01,2015,2.523,27.6849995,14.3800011,21.0320015,9.7849998,31.6469994
"6998","Rock",2015-10-01,2016,33.2709999,22.8829994,11.5950003,17.2380009,5.171,20.3369999
"6999","Rock",2015-11-01,2016,139.5899963,11.9370003,2.552,7.2440004,1.737,8.3999996
"7000","Rock",2015-12-01,2016,373.5599976,6.9970002,-0.324,3.3360002,0.444,3.905
"7001","Rock",2016-01-01,2016,456.1549988,8.823,1.6720001,5.2470002,0.505,4.75
"7002","Rock",2016-02-01,2016,60.1489983,15.7860003,3.1020002,9.4440002,2.3900001,13.0170002
"7003","Rock",2016-03-01,2016,478.6919861,13.3500004,3.1630001,8.2560005,0.784,8.2840004
"7004","Rock",2016-04-01,2016,79.0719986,18.2549992,6.5510001,12.4020004,2.4909999,13.9320002
"7005","Rock",2016-05-01,2016,55.9770012,20.3530006,9.0310001,14.6920004,3.04,15.8149996
"7006","Rock",2016-06-01,2016,2.76,27.5259991,14.2840004,20.9040012,8.0539999,29.4960003
"7007","Rock",2016-07-01,2016,0,30.3950005,14.8810005,22.6380005,11.5719995,36.6020012
"7008","Rock",2016-08-01,2016,0,30.5429993,15.7130003,23.1270008,12.0319996,36.3180008
"7009","Rock",2016-09-01,2016,0.859,27.2900009,12.3640003,19.8270016,7.4759998,29.7119999
"7010","Rock",2016-10-01,2017,345.9379883,17.9979992,7.8620005,12.9290009,2.5309999,13.3310003
"7011","Rock",2016-11-01,2017,192.1600037,14.4689999,4.9660001,9.717,1.6440001,9.7340002
"7012","Rock",2016-12-01,2017,350.1549988,9.4499998,0.751,5.1000004,1.062,6.079
"7013","Rock",2017-01-01,2017,767.4050293,7.4050002,0.4,3.9020002,0.715,4.4549999
"7014","Rock",2017-02-01,2017,683.4240112,9.2880001,2.559,5.9230003,0.758,4.5809999
"7015","Rock",2017-03-01,2017,189.0070038,13.8990002,3.9140003,8.9060001,1.316,9.5120001
"7016","Rock",2017-04-01,2017,269.7550049,14.3529997,4.1430001,9.2470007,1.513,9.9040003
"7017","Rock",2017-05-01,2017,11.7539997,22.9720001,9.1700001,16.0710011,3.401,19.9309998
"7018","Rock",2017-06-01,2017,18.3439999,27.198,13.6820011,20.4400005,5.5560002,27.0300007
"7019","Rock",2017-07-01,2017,0,32.0009995,16.7080002,24.354002,9.0760002,37.6100006
"7020","Rock",2017-08-01,2017,0.073,31.7150002,18.0310001,24.8730011,9.1479998,34.9560013
"7021","Rock",2017-09-01,2017,6.447,26.5739994,13.118001,19.8460007,6.323,27.3269997
"7022","Rock",2017-10-01,2018,21.3500004,22.9400005,9.1120005,16.026001,6.3610001,22.7180004
"7023","Rock",2017-11-01,2018,420.3269958,13.0310001,5.5600004,9.2950001,0.758,6.763
"7024","Rock",2017-12-01,2018,25.2609997,13.6029997,3.2200003,8.4110003,3.0220001,11.5109997
"7025","Rock",2018-01-01,2018,261.8779907,12.1610003,4.0190001,8.0900002,1.4910001,7.5619998
"7026","Rock",2018-02-01,2018,34.1549988,12.7290001,1.692,7.2100005,2.852,11.2740002
"7027","Rock",2018-03-01,2018,466.7839966,10.7080002,1.84,6.2740002,1.091,7.1479998
"7028","Rock",2018-04-01,2018,162.1190033,17.0119991,5.151,11.0810003,2.118,13.0349998
"7029","Rock",2018-05-01,2018,23.0799999,21.5949993,8.9630003,15.2780008,2.0669999,16.0690002
"7030","Rock",2018-06-01,2018,0,27.2759991,12.4820004,19.8780003,5.539,27.5100002
"7031","Rock",2018-07-01,2018,0,32.7290001,18.1000004,25.4140015,9.4720001,38.1559982
"7032","Rock",2018-08-01,2018,0,30.7880001,16.1580009,23.4730015,10.1619997,36.2350006
"7033","Rock",2018-09-01,2018,0,27.9769993,13.1090002,20.5420017,8.7620001,31.5240002
"7034","Rock",2018-10-01,2019,25.2819996,21.8309994,9.4140005,15.6220007,5.2220001,19.6590004
"7035","Rock",2018-11-01,2019,238.3939972,16.6170006,6.0570002,11.3370008,4.198,13.9919996
"7036","Rock",2018-12-01,2019,127.961998,9.6389999,1.7460001,5.6920004,0.699,6.2950001
"7037","Rock",2019-01-01,2019,391,10.7740002,2.2090001,6.4910002,1.2410001,7.0050001
"7038","Rock",2019-02-01,2019,654.2340088,4.8899999,-1.148,1.8700001,0.337,2.721
"7039","Rock",2019-03-01,2019,238.9329987,10.5010004,2.062,6.2810001,0.883,6.283
"7040","Rock",2019-04-01,2019,94.2559967,18.1830006,6.4200001,12.3014994,2.3299999,13.717
"7041","Rock",2019-05-01,2019,178.9340057,17.7210007,7.0380001,12.3794994,1.891,12.0459995
"7042","Rock",2019-06-01,2019,23.6110001,27.3729992,13.4820004,20.4273987,5.3439999,25.6310005
"7043","Rock",2019-07-01,2019,0,29.375,15.0179996,22.1963997,6.1040001,29.6809998
"7044","Rock",2019-08-01,2019,0,30.4559994,16.9459991,23.7008991,8.9619999,33.2470016
"7045","Rock",2019-09-01,2019,73.6080017,25.3470001,11.8280001,18.5874996,4.9320002,24.1429996
"7046","Rock",2019-10-01,2020,2.3829999,20.8850002,6.6440001,13.7644997,4.5380001,20.0400009
"7047","Rock",2019-11-01,2020,60.8170013,17.7929993,6.5970001,12.1948996,4.5300002,15.9700003
"7048","Rock",2019-12-01,2020,320.381012,9.3520002,2.2909999,5.8214998,0.695,5.1659999
"7049","Rock",2020-01-01,2020,138.3110046,9.6400003,1.8329999,5.7360001,0.612,5.9569998
"7050","Rock",2020-02-01,2020,0.056,15.5310001,2.4990001,9.0149994,3.3870001,13.0150003
"7051","Rock",2020-03-01,2020,201.2149963,10.6169996,1.643,6.1299,0.951,7.1269999
"7052","Rock",2020-04-01,2020,132.1430054,17.2110004,5.75,11.4804993,1.9960001,12.6260004
"7053","Rock",2020-05-01,2020,112.6880035,21.507,9.4569998,15.4818993,3.911,18.6970005
"7054","Rock",2020-06-01,2020,1.6059999,26.7889996,12.467,19.6278992,5.1659999,25.9209995
"7055","Rock",2020-07-01,2020,0,31.0890007,16.1630001,23.6259995,8.1190004,35.026001
"7056","Rock",2020-08-01,2020,0,32.3100014,17.6739998,24.9919987,9.7700005,38.2080002
"7057","Rock",2020-09-01,2020,0,29.9589996,15.7229996,22.8408985,10.717,34.8779984
"7058","Rock",2020-10-01,2021,0,26.5820007,12.8079996,19.6949997,10.4799995,30.1200008
"7059","Rock",2020-11-01,2021,120.4779968,14.993,4.3660002,9.6794996,3.2590001,13.0900002
"7060","Rock",2020-12-01,2021,121.6880035,12.4549999,2.4719999,7.4633999,2.036,9.9759998
"7061","Rock",2021-01-01,2021,190.6654968,10.3421001,2.1713998,6.2567,1.5667,7.7187996
"7062","Rock",2021-02-01,2021,117.9605942,11.2969999,1.4274,6.3620996,1.3476,8.3458996
"7063","Rock",2021-03-01,2021,114.7309952,12.2349997,1.1977999,6.7163,1.3985,9.7000999
"7064","Rock",2021-04-01,2021,11.5991993,19.5830002,5.2985997,12.4406996,3.3695998,17.4083996
"7065","Rock",2021-05-01,2021,5.4215999,23.284399,9.7636995,16.5240002,4.4576001,22.3739986
"7066","Rock",2021-06-01,2021,1.1073999,29.8687992,15.6176996,22.7432003,8.1687002,35.0430984
"7067","Rock",2021-07-01,2021,0,33.2530975,18.7819996,26.0174999,12.8107996,42.829998
"7068","Rock",2021-08-01,2021,0,31.3348999,17.7612,24.5479984,11.1114998,37.4836006
"7069","Rock",2021-09-01,2021,24.4729996,29.0485992,15.0036993,22.0261002,8.1100998,33.8713989
"7070","Rock",2021-10-01,2022,415.6080933,17.6905003,7.6755996,12.6829996,3.0527999,13.3330994
"7071","Rock",2021-11-01,2022,74.4919968,15.9349995,6.7358999,11.3353996,2.0806,10.5717993
"7072","Rock",2021-12-01,2022,467.5,9.0381994,1.8276,5.4327998,1.2859999,5.8449998
"7073","Rock",2022-01-01,2022,40.0093002,13.0985994,2.872,7.9851999,2.4047999,10.2613001
"7074","Rock",2022-02-01,2022,9.0542994,14.7677994,2.3455999,8.5565996,3.4361,13.3636999
"7075","Rock",2022-03-01,2022,36.0921974,15.8771992,3.8929999,9.8849993,1.8386005,12.0784998
"7076","Rock",2022-04-01,2022,192.3967896,16.1693993,4.8462996,10.5078001,2.1718993,13.0859995
"7077","Rock",2022-05-01,2022,8.1251993,20.7328987,8.1673002,14.4499998,4.3253999,18.9442997
"7078","Rock",2022-06-01,2022,29.0496998,26.5256996,13.5944996,20.0599995,7.5689998,27.4713993
"7079","Rock",2022-07-01,2022,0,31.1660995,16.5432987,23.854599,10.7840996,36.2679977
"7080","Rock",2022-08-01,2022,0.4817,32.0177002,18.3530998,25.1854,10.9777994,37.7159996
"7081","Rock",2022-09-01,2022,40.7071991,28.7818985,16.0578995,22.4197998,9.6689997,32.9869003
"7082","Rock",2022-10-01,2023,0,24.7265987,12.2536001,18.4899998,7.8871999,25.2073002
"7083","Rock",2022-11-01,2023,135.245697,11.6743994,3.0495,7.3618999,2.7493997,8.8769999
"7084","Rock",2022-12-01,2023,533.6748047,8.8416996,1.9255999,5.3835998,0.8446,4.8403001
"7085","Rock",2023-01-01,2023,525.4036865,8.5689001,1.0854,4.8270998,0.9245,5.7360997
"7086","Rock",2023-02-01,2023,149.6333008,9.5459995,-0.2622,4.6417999,1.7362,7.9147997
"7087","Rock",2023-03-01,2023,491.7224731,7.9061999,0.0788,3.9923999,0.4254,4.7679996
"7088","Rock",2023-04-01,2023,38.1991997,16.4428005,4.7458997,10.5942993,2.8882999,13.7454996
"7089","Rock",2023-05-01,2023,52.1149979,19.8495998,9.1445999,14.4969997,3.3882999,15.8062992
"7090","Rock",2023-06-01,2023,7.5316997,23.6365986,12.0087996,17.8225994,3.7589998,18.6961002
"7091","Rock",2023-07-01,2023,0,31.721199,18.542099,25.1315994,13.3147993,37.8129997
"7092","Rock",2023-08-01,2023,7.8189998,29.8366985,17.6696987,23.7530994,9.9196997,31.1395988
"7093","Rock",2023-09-01,2023,17.6471004,23.9631996,13.3582001,18.6605988,3.9682,18.5877991
"7094","Rock",2023-10-01,2024,39.9589005,20.7430992,10.3126001,15.5277996,4.4787998,16.4612999
"7095","Rock",2023-11-01,2024,87.2885971,15.1719999,6.0279999,10.5998993,2.9698,11.0099001
"7096","Rock",2023-12-01,2024,143.123703,12.0198994,4.5713,8.2954998,1.4536999,7.1444998
"7097","Rock",2024-01-01,2024,273.1311035,9.7181997,2.7653999,6.2416997,0.6399,5.2519999
"7098","Rock",2024-02-01,2024,327.5614929,9.3992996,2.4303,5.9147,0.5481,4.9693999
"7099","Rock",2024-03-01,2024,268.6323853,10.2929993,2.7825,6.5377498,0.9671,5.9610996
"7100","Rock",2024-04-01,2024,59.322197,16.3913002,5.0145998,10.7029495,1.6084,11.5408993
"7101","Rock",2024-05-01,2024,58.9336967,21.6798992,10.1793995,15.9296494,4.8087001,17.9839001
"7102","Rock",2024-06-01,2024,0,28.0457993,15.8153992,21.9305992,7.6775999,26.3888988
"7103","Rock",2024-07-01,2024,0,33.3992996,21.0328999,27.2160988,14.5424995,39.8801003
"7104","Rock",2024-08-01,2024,15.7820997,28.8764992,16.6807995,22.7786484,8.9581995,30.0418987
"7105","Shady",2000-01-01,2000,320.7569885,11.9870005,2.3490002,7.1680002,0.297,5.5560002
"7106","Shady",2000-02-01,2000,419.7279968,12.9919996,3.6510003,8.3210001,0.397,6.158
"7107","Shady",2000-03-01,2000,110.1999969,15.658,2.858,9.2580004,0.804,9.7690001
"7108","Shady",2000-04-01,2000,54.0139999,21.0359993,6.5310001,13.7830009,2.1830001,16.9960003
"7109","Shady",2000-05-01,2000,70.8069992,23.4319992,9.1090002,16.2700005,2.4289999,19.7059994
"7110","Shady",2000-06-01,2000,17.6509991,31.2290001,13.8660011,22.5470009,5.5149999,35.0800018
"7111","Shady",2000-07-01,2000,0,31.5860004,13.920001,22.7530003,5.9559999,36.4220009
"7112","Shady",2000-08-01,2000,0,33.9560013,15.3780003,24.6670017,7.7600002,43.512001
"7113","Shady",2000-09-01,2000,33.3339996,29.4109993,12.2930002,20.8510017,4.921,32.276001
"7114","Shady",2000-10-01,2001,123.6740036,22.6639996,8.3800001,15.5210009,2.7850001,20.1499996
"7115","Shady",2000-11-01,2001,44.6669998,14.9560003,1.7960001,8.3760004,0.916,10.4829998
"7116","Shady",2000-12-01,2001,64.598999,13.8549995,3.3290002,8.5910006,1.395,11.1090002
"7117","Shady",2001-01-01,2001,137.9649963,13.309,1.233,7.2710004,1.4400001,10.2259998
"7118","Shady",2001-02-01,2001,167.3379974,11.776,1.411,6.5930004,0.735,7.6090002
"7119","Shady",2001-03-01,2001,78.2009964,18.7849998,5.1550002,11.9700003,0.857,12.7060003
"7120","Shady",2001-04-01,2001,86.1309967,17.1900005,3.5430002,10.3660002,0.784,11.6789999
"7121","Shady",2001-05-01,2001,0.94,29.2210007,12.6780005,20.9490013,5.8319998,29.9379997
"7122","Shady",2001-06-01,2001,6.9530001,29.6779995,13.3590002,21.5180016,5.9289999,32.5429993
"7123","Shady",2001-07-01,2001,0,32.6790009,15.4060011,24.0420017,6.6170001,37.7260017
"7124","Shady",2001-08-01,2001,0,33.8979988,15.5170012,24.7070007,8.5220003,42.3849983
"7125","Shady",2001-09-01,2001,15.1520004,30.9209995,13.8260002,22.3730011,6.0139999,33.7200012
"7126","Shady",2001-10-01,2002,40.0349998,27.1380005,11.0600004,19.0990009,6.1430001,28.7310009
"7127","Shady",2001-11-01,2002,203.1580048,17.5629997,6.1060004,11.8340006,0.73,10.7410002
"7128","Shady",2001-12-01,2002,339.605011,10.573,2.3970001,6.4850001,0.141,4.0929999
"7129","Shady",2002-01-01,2002,131.3150024,10.7480001,0.513,5.6300001,0.55,6.3260002
"7130","Shady",2002-02-01,2002,116.8960037,16.3810005,2.947,9.6640005,0.825,11.2060003
"7131","Shady",2002-03-01,2002,186.0859985,15.1479998,1.9220001,8.5340004,1.484,11.1129999
"7132","Shady",2002-04-01,2002,33.4519997,19.2180004,6.0980005,12.6580009,1.15,13.4779997
"7133","Shady",2002-05-01,2002,50.3440018,23.3239994,7.4330006,15.3780003,1.623,20.3150005
"7134","Shady",2002-06-01,2002,0,30.5580006,13.4250002,21.9910011,6.3140001,33.1030006
"7135","Shady",2002-07-01,2002,0,34.4819984,15.6090012,25.045002,5.6669998,42.2809982
"7136","Shady",2002-08-01,2002,0,33.6160011,15.184001,24.4000015,9.4020004,43.1419983
"7137","Shady",2002-09-01,2002,0,31.4740009,12.3430004,21.9080009,7.2810001,39.3610001
"7138","Shady",2002-10-01,2003,0,24.6700001,8.2770004,16.4730015,4.5619998,24.4559994
"7139","Shady",2002-11-01,2003,133.0529938,19.2329998,6.0300002,12.6310005,2.9230001,15.4910002
"7140","Shady",2002-12-01,2003,439.5490112,11.8540001,2.71,7.2820005,0.867,6.4879999
"7141","Shady",2003-01-01,2003,112.8949966,16.3169994,4.9590001,10.6370001,1.023,10.0109997
"7142","Shady",2003-02-01,2003,72.0599976,14.6440001,1.728,8.1860008,1.09,9.8000002
"7143","Shady",2003-03-01,2003,133.8630066,16.8600006,3.3540001,10.1070004,1.064,11.4890003
"7144","Shady",2003-04-01,2003,209.371994,13.9029999,3.1510003,8.5270004,0.744,8.2609997
"7145","Shady",2003-05-01,2003,61.855999,22.9570007,8.0790005,15.5180006,2.438,19.1079998
"7146","Shady",2003-06-01,2003,0,30.8729992,13.2300005,22.0510006,4.1939998,32.7859993
"7147","Shady",2003-07-01,2003,0,36.1339989,17.1030006,26.6180019,9.0509996,49.2929993
"7148","Shady",2003-08-01,2003,42.3899994,32.0699997,14.4840012,23.2770004,4.8319998,36.3979988
"7149","Shady",2003-09-01,2003,1.545,32.7779999,14.3970003,23.5870018,7.802,40.8330002
"7150","Shady",2003-10-01,2004,5.5289998,28.9710007,11.3290005,20.1500015,6.9099998,32.9099998
"7151","Shady",2003-11-01,2004,113.836998,14.0609999,2.72,8.3900003,0.987,8.7609997
"7152","Shady",2003-12-01,2004,334.644989,11.8400002,2.8750002,7.3570004,0.567,6.3210001
"7153","Shady",2004-01-01,2004,129.897995,11.8719997,1.789,6.8300004,0.664,6.8000002
"7154","Shady",2004-02-01,2004,228.5820007,12.3909998,2.131,7.2600002,0.848,7.5669999
"7155","Shady",2004-03-01,2004,43.480999,21.7469997,6.7560005,14.2510004,2.809,19.1669998
"7156","Shady",2004-04-01,2004,20.6030006,21.8490009,6.6370001,14.243001,2.8829999,19.8530006
"7157","Shady",2004-05-01,2004,14.4870005,24.8999996,8.3220005,16.6110001,2.5699999,23.3260002
"7158","Shady",2004-06-01,2004,0.007,30.9130001,13.1140003,22.0130005,5.335,35.1360016
"7159","Shady",2004-07-01,2004,0,34.2050018,15.9800005,25.092001,7.513,43.8390007
"7160","Shady",2004-08-01,2004,0,33.6710014,15.1190004,24.3950005,7.9819999,43.1020012
"7161","Shady",2004-09-01,2004,7.243,30.7989998,12.262001,21.5300007,7.5890002,38.2410011
"7162","Shady",2004-10-01,2005,156.0919952,22.3390007,8.5190001,15.4290009,3.7219999,20.7840004
"7163","Shady",2004-11-01,2005,95.0930023,15.8979998,3.2830002,9.5900002,1.104,11.1000004
"7164","Shady",2004-12-01,2005,233.3970032,14.1470003,2.677,8.4120007,1.9859999,10.4180002
"7165","Shady",2005-01-01,2005,208.3970032,12.2840004,2.4960001,7.3900003,1.242,7.6680002
"7166","Shady",2005-02-01,2005,108.7350006,15.0139999,4.158,9.585,1.279,9.2220001
"7167","Shady",2005-03-01,2005,189.9149933,17.2350006,4.5040002,10.8690004,1.9680001,13.0869999
"7168","Shady",2005-04-01,2005,71.2289963,17.7539997,4.1240001,10.9380007,1.351,12.6120005
"7169","Shady",2005-05-01,2005,174.7519989,21.6690006,8.6780005,15.1730003,1.892,15.8369999
"7170","Shady",2005-06-01,2005,40.8050003,25.6040001,9.9980001,17.8010006,2.306,22.8789997
"7171","Shady",2005-07-01,2005,0,35.5,17.3410015,26.420002,6.869,44.1150017
"7172","Shady",2005-08-01,2005,0,34.9830017,15.9840012,25.4830017,9.0030003,46.4710007
"7173","Shady",2005-09-01,2005,11.0649996,28.8939991,11.0690002,19.9810009,5.408,32.2910004
"7174","Shady",2005-10-01,2006,28.7810001,24.0599995,8.9390001,16.4990005,3.451,22.2490005
"7175","Shady",2005-11-01,2006,112.6699982,18.5559998,5.9060001,12.2300005,2.2409999,14.4680004
"7176","Shady",2005-12-01,2006,598.1669922,13.0349998,3.4480002,8.2410002,0.511,6.4130001
"7177","Shady",2006-01-01,2006,247.8820038,12.7349997,3.0820003,7.9080005,0.458,6.9219999
"7178","Shady",2006-02-01,2006,150.0749969,15.908,2.3150001,9.1110001,1.721,12.4040003
"7179","Shady",2006-03-01,2006,326.1539917,10.4720001,0.8940001,5.6830001,0.381,6.112
"7180","Shady",2006-04-01,2006,273.4679871,16.2509995,5.4390001,10.8440008,0.767,10.2629995
"7181","Shady",2006-05-01,2006,37.1599998,25.7469997,9.8290005,17.7880001,2.961,23.5650005
"7182","Shady",2006-06-01,2006,0.328,31.5779991,13.8640003,22.7200012,5.237,35.8289986
"7183","Shady",2006-07-01,2006,0,36.4370003,17.3470001,26.8920021,9.9840002,50.6080017
"7184","Shady",2006-08-01,2006,0,32.9679985,14.0430002,23.5050011,7.6620002,40.8880005
"7185","Shady",2006-09-01,2006,0,31.3269997,12.7390003,22.0320015,8.1610003,38.5530014
"7186","Shady",2006-10-01,2007,9.3599997,23.8409996,7.6560001,15.7480011,4.0599999,22.7199993
"7187","Shady",2006-11-01,2007,122.2099991,15.5979996,4.388,9.9920006,0.807,8.9239998
"7188","Shady",2006-12-01,2007,188.1790009,12.974,2.108,7.5410004,1.3049999,8.8719997
"7189","Shady",2007-01-01,2007,34.1949997,13.8269997,-0.218,6.8040004,2.0190001,11.5229998
"7190","Shady",2007-02-01,2007,298.6029968,13.5220003,3.0330002,8.2770004,0.965,8.2749996
"7191","Shady",2007-03-01,2007,23.4249992,20.3110008,5.1230001,12.717001,2.0209999,16.4850006
"7192","Shady",2007-04-01,2007,82.4789963,20.5380001,5.0020003,12.7700005,1.775,16.1200008
"7193","Shady",2007-05-01,2007,38.8530006,26.4559994,9.4560003,17.9549999,3.9960001,26.3719997
"7194","Shady",2007-06-01,2007,11.2600002,30.4869995,11.9940004,21.2400017,4.849,35.3059998
"7195","Shady",2007-07-01,2007,1.863,34.0740013,15.6750011,24.8740005,7.4200001,43.2319984
"7196","Shady",2007-08-01,2007,0,34.1689987,15.1330004,24.6500015,8.9659996,44.769001
"7197","Shady",2007-09-01,2007,28.3439999,28.1830006,11.2270002,19.7050018,4.9689999,30.5259991
