Site_number,Site_name,Site_type,Lat,Long,Datum
10349290,"FWM43: HUGHES & CAMERON D NR STEAMBOAT, NV",Stream,39.3640777,-119.754074,NAD83
10349300,"STEAMBOAT CK AT STEAMBOAT, NV",Stream,39.3771333,-119.7436583,NAD83
10349490,"STEAMBOAT CK BLW STEAMBOAT D AT STEAMBOAT, NV",Stream,39.3782445,-119.7429628,NAD83
10349493,"BAILEY CYN AT TOLL RD NR STEAMBOAT, NV",Stream,39.37518929,-119.7151837,NAD83
10349495,"STEAMBOAT CK AT GEIGER GD NR STEAMBOAT, NV",Stream,39.40230278,-119.7437806,NAD83
10349700,"WHITES CK NR STEAMBOAT, NV",Stream,39.38527778,-119.8344444,NAD83
10349710,"WC-2 WHITES CK NR STEAMBOAT, NV",Stream,39.38463235,-119.837967,NAD83
10349720,"FWM49: WHITES CK MAIN CHANNEL NR STEAMBOAT, NV",Stream,39.3912994,-119.8046325,NAD83
10349755,"FWM54: EVANS CK NR RENO, NV",Stream,39.45685488,-119.8499142,NAD83
10349765,"FWM52: HOWARDS D ABV HWY 395 NR RENO, NV",Stream,39.4229667,-119.7596313,NAD83
10349770,"WHITES CK AT OLD VIRGINIA RD NR RENO, NV",Stream,39.42413889,-119.7547778,NAD83
10349780,"FWM46: CHANDLER D AT HWY 17 NR STEAMBOAT, NV",Stream,39.39824467,-119.7360186,NAD83
10349790,"WHITES CK ABV CONFL STEAMBOAT CK AT RENO, NV",Stream,39.46441667,-119.7286389,NAD83
10349830,"FWM53: THOMAS CK ABV STEAMBOAT D NR RENO, NV",Stream,39.424633,-119.7943551,NAD83
10349831,"WC-3 THOMAS CK NR STEAMBOAT, NV",Stream,39.3918546,-119.838245,NAD83
10349848,"WC-5 ALEXANDER D AT SHORT RD SPARKS, NV",Stream,39.46571667,-119.729475,NAD83
10349849,"STEAMBOAT CK AT SHORT LN AT RENO, NV",Stream,39.4657449,-119.7285199,NAD83
10349850,"FWM48: STEAMBOAT CK AT BELLEVISTA RV NR SPARKS, NV",Stream,39.47268935,-119.7329647,NAD83
10349880,"BOYNTON SLOUGH ABV BOYNTON LN NR RENO, NV",Stream,39.49491147,-119.7551884,NAD83
10349910,"DRY CK ABV STEAMBOAT DITCH NR RENO, NV",Stream,39.4368551,-119.8151897,NAD83
10349920,"DRY CK AT HUFFAKER LN NR RENO, NV",Stream,39.45852219,-119.7832444,NAD83
10349939,"COCHRAN DITCH ABV VIRGINIA LAKE INLET AT RENO, NV",Stream,39.5035221,-119.8071356,NAD83
10349955,"RIO POCO DRAIN AT BOCA DRIVE NR RENO, NV",Stream,39.4782448,-119.7460209,NAD83
10349960,"DRY CK AT BOYNTON SLOUGH NR RENO, NV",Stream,39.4940781,-119.7546328,NAD83
10349965,"BOYNTON SLOUGH BLW SOUTH MCCARREN BLVD NR RENO, NV",Stream,39.4938004,-119.7471325,NAD83
10349967,"STEAMBOAT CK ABV YORI DRAIN NR RENO, NV",Stream,39.5035228,-119.7210205,NAD83
10349970,"FWM73: YORI DRAIN ABV STEAMBOAT CK NR SPARKS, NV",Stream,39.50380057,-119.721576,NAD83
10349974,"FWM22: EASTMAN D AT RENO, NV",Stream,39.52629995,-119.7763008,NAD83
10349979,"FWM31: PIONEER D AT JONES RANCH NR SPARKS, NV",Stream,39.51185609,-119.713798,NAD83
10349980,"STEAMBOAT CK AT CLEANWATER WAY NR RENO, NV",Stream,39.5129672,-119.712409,NAD83
10349986,"PIONEER D RETURN NO. 2 BLW KIMLICK LN NR RENO, NV",Stream,39.5138005,-119.7126869,NAD83
10349989,"RENO-SPARKS STP OUTFALL NR RENO, NV",Stream,39.51852275,-119.704631,NAD83
10349995,"RENO-SPARKS STP OUTFALL AT RENO, NV",Stream,39.51852275,-119.7040754,NAD83
10350000,"TRUCKEE RV AT VISTA, NV",Stream,39.5204672,-119.7010198,NAD83
10350001,"TRUCKEE-CARSON PROJ TRUCKEE RV AT VISTA, NV",Stream,39.5179673,-119.6837968,NAD83
10350002,FWM DATA LINE 39 RV AT VISTA,Stream,39.5179673,-119.6837968,NAD83
10350010,083 N19 E20 13ADDB1 TRUCKEE RV AT REST AREA,Stream,39.51435629,-119.6790744,NAD83
10350010,"TRUCKEE RV AT REST AREA NR VISTA, NV",Stream,39.51435629,-119.6790744,NAD83
10350050,"TRUCKEE RV AT LOCKWOOD, NV",Stream,39.50991209,-119.6487954,NAD83
10350057,"GROTON DIV TO S SIDE WINGFALL WITH GATE, NV",Stream,39.5118565,-119.6449064,NAD83
10350100,"LONG VALLEY CK NR HAPPY VALLEY, NV",Stream,39.4992222,-119.6407778,NAD83
10350145,"DIV TO GRASS FIELD AT LOCKWOOD, NV",Stream,39.50796766,-119.6496288,NAD83
10350146,"RETURN FROM GRASS FIELD AT LOCKWOOD, NV",Stream,39.50907877,-119.6482398,NAD83
10350153,"TRUCKEE RV AT MUSTANG BRG NO 1 NR HAFED, NV",Stream,39.51324557,-119.6199054,NAD83
10350154,"TRUCKEE RV AT MUSTANG BRG NO 2 NR HAFED, NV",Stream,39.51880107,-119.6185165,NAD83
10350157,"TRUCKEE RV AT MCCARRAN DIV DAM NR PATRICK, NV",Stream,39.5326899,-119.5990713,NAD83
10350200,"TRUCKEE RV AT PATRICK, NV",Stream,39.5468565,-119.5840707,NAD83
10350325,"DIV TO GRASS PASTURE BLW PATRICK, NV",Stream,39.54768984,-119.5799039,NAD83
10350326,"RETURN FROM GRASS PASTURE BLW PATRICK, NV",Stream,39.5468565,-119.5790705,NAD83
10350340,"TRUCKEE RV NR TRACY, NV",Stream,39.55657878,-119.5532362,NAD83
10350345,"TRUCKEE RV AT HILL DIV DAM, NV",Stream,39.56268987,-119.541569,NAD83
10350390,"TRUCKEE RV ABV TRACY, NV",Stream,39.5660232,-119.5304575,NAD83
10350400,"TRUCKEE RV BLW TRACY, NV",Stream,39.5645,-119.5203778,NAD83
10350405,"TRUCKEE RV RT BK BLW TRACY, NV",Stream,39.56435665,-119.5182348,NAD83
10350500,"TRUCKEE RV AT CLARK, NV",Stream,39.56545278,-119.486186,NAD83
10350501,"NAWQA TRUCKEE RV AT CLARK, NV",Stream,39.5651901,-119.4849,NAD83
10351000,"TRUCKEE RV AT DERBY DAM, NV",Stream,39.58546777,-119.449343,NAD83
10351010,FWM65: TRUCKEE CANAL BLW DERBY DAM NR WADSWORTH NV,Stream,39.58546777,-119.4490653,NAD83
10351320,"TRUCKEE CANAL AT US 95A NR FERNLEY, NV",Stream,39.59102405,-119.250168,NAD83
10351322,"FERNLEY CHECK DAM NR FERNLEY, NV",Stream,39.5913018,-119.2460012,NAD83
10351335,"FERNLEY DRAIN AT US95-ALT NR FERNLEY, NV",Stream,39.60769054,-119.221834,NAD83
10351345,"A DRAIN AT US50-ALT NR FERNLEY, NV",Stream,39.6007462,-119.2154449,NAD83
10351350,"FERNLEY A-DRAIN NR FERNLEY, NV",Stream,39.60058056,-119.2050472,NAD83
10351353,"STREIFF DRAIN AT US50-ALT NR FERNLEY, NV",Stream,39.5968574,-119.1862774,NAD83
10351356,"A DRAIN AT POWERLINE CROSSING NR FERNLEY, NV",Stream,39.6018574,-119.167388,NAD83
10351367,"TRUCKEE CANAL AT ALLENDALE CHECK DAM NR HAZEN, NV",Stream,39.57963557,-119.1284978,NAD83
10351600,"TRUCKEE RV BLW DERBY DAM NR WADSWORTH, NV",Stream,39.58463448,-119.4412872,NAD83
10351602,FWM DATA LINE 54 RV AT DERBY,Stream,39.58463448,-119.4412872,NAD83
10351619,"TRUCKEE RV AT PAINTED ROCK BRIDGE, NV",Stream,39.59102358,-119.3673952,NAD83
10351643,"DIV TO ALFALFA FIELD AT WADSWORTH, NV",Stream,39.62935667,-119.296837,NAD83
10351644,"RETURN FROM ALFALFA FIELD AT WADSWORTH, NV",Stream,39.62963446,-119.2943369,NAD83
10351646,HERMAN RETURN,Stream,39.63185669,-119.2837809,NAD83
10351648,"TRUCKEE RV AT OLD US 40 BRG AT WADSWORTH, NV",Stream,39.63185669,-119.2826698,NAD83
10351650,"TRUCKEE RV AT WADSWORTH, NV",Stream,39.63213447,-119.2832254,NAD83
10351655,TRUCKEE RV AT CERESOLA RANCH NR WADSWORTH NV(NDEP),Stream,39.64352317,-119.2912814,NAD83
10351655,"TRUCKEE RV AT CERESOLA RANCH NR WADSWORTH, NV",Stream,39.64352317,-119.2912814,NAD83
10351684,"TRUCKEE RV BLW S-S RANCH NR WADSWORTH, NV",Stream,39.6960224,-119.3007267,NAD83
10351685,"TRUCKEE RV INTRAGRAVEL BLW S-S RANCH, NV",Stream,39.6960224,-119.3007267,NAD83
10351690,"TRUCKEE RV AT DEAD OX WASH NR NIXON, NV",Stream,39.73713286,-119.324339,NAD83
10351691,"TRUCKEE RV INTRAGRAVEL AT DEAD OX, NV",Stream,39.73713286,-119.324339,NAD83
10351700,"TRUCKEE RV NR NIXON, NV",Stream,39.7773722,-119.3375222,NAD83
10351701,DATA FOR TRUCKEE-CARSON PROJ TRUCKEE NR NIXON,Stream,39.77768784,-119.3371178,NAD83
10351725,"TRUCKEE RV AT NUMANA DAM NR NIXON, NV",Stream,39.78963209,-119.3493407,NAD83
10351750,"TRUCKEE RV AT HWY 447 AT NIXON, NV",Stream,39.829076,-119.3610083,NAD83
10351775,"TRUCKEE RV AT MARBLE BLUFF DAM, NV",Stream,39.85546447,-119.3932322,NAD83
10351778,TRUCKEE RV FISHWAY AT MARBLE BLUFF DAM NR NIXON NV,Stream,39.8551867,-119.3940655,NAD83
10351780,"TRUCKEE RV BLW MARBLE BLUFF DAM, NV",Stream,39.85296449,-119.3965656,NAD83
10351793,"TRUCKEE RV DELTA AT PYRAMID LK, NV",Stream,39.84796439,-119.4474008,NAD83
10351795,"TRUCKEE RV DELTA AT PYRAMID LAKE, NV",Stream,39.85268658,-119.441845,NAD83
10351850,"PYRAMID LK TRIB NR NIXON, NV",Stream,39.85824197,-119.4765687,NAD83
10351900,"HARDSCRABBLE CK ABV TH RANCH AT SUTCLIFFE, NV",Stream,39.9387333,-119.6481,NAD83
10351950,"HARDSCRABBLE CK BLW TH RANCH AT SUTCLIFFE, NV",Stream,39.94369167,-119.6180306,NAD83
10352000,FWM DATA LINE 4 TOTAL FROM RESERVOIRS,Stream,39.5432435,-119.866583,NAD83
10352001,FWM DATA LINE 6 ICELAND LESS RESERVOIRS,Stream,39.5432435,-119.866583,NAD83
10352002,FWM DATA LINE 10 WASHOE POWER,Stream,39.5432435,-119.866583,NAD83
10352003,FWM DATA LINE 12 HOGAN,Stream,39.5432435,-119.866583,NAD83
10352004,FWM DATA LINE 13 NASTIN,Stream,39.5432435,-119.866583,NAD83
10352005,FWM DATA LINE 15 SPARKS-CAPURRO,Stream,39.5432435,-119.866583,NAD83
10352006,FWM DATA LINE 16 IRWIN,Stream,39.5432435,-119.866583,NAD83
10352007,FWM DATA LINE 20 INDIAN FLAT,Stream,39.5432435,-119.866583,NAD83
10352008,FWM DATA LINE 21 RENO POWER-IRRIGATION,Stream,39.5432435,-119.866583,NAD83
10352009,FWM DATA LINE 22 COUNTRYMAN,Stream,39.5432435,-119.866583,NAD83
10352010,FWM DATA LINE 23 ENGLISH MILL,Stream,39.5432435,-119.866583,NAD83
10352011,FWM DATA LINE 26 DIV-STEAMBOAT- COCHRAN,Stream,39.5432435,-119.866583,NAD83
10352012,FWM DATA LINE 28 GAIN OR LOSS-ICELAND TO RENO,Stream,39.5432435,-119.866583,NAD83
10352013,FWM DATA LINE 29 SCOTT RANCH,Stream,39.5432435,-119.866583,NAD83
10352014,FWM DATA LINE 30 ABBEE,Stream,39.5432435,-119.866583,NAD83
10352015,FWM DATA LINE 31 PERRY,Stream,39.5432435,-119.866583,NAD83
10352016,FWM DATA LINE 36 STEPHENS,Stream,39.5432435,-119.866583,NAD83
10352017,FWM DATA LINE 38 DIV - SCOTT RANCH - GLENDALE,Stream,39.5432435,-119.866583,NAD83
10352018,FWM DATA LINE 40 GAIN OR LOSS-RENO TO VISTA,Stream,39.5432435,-119.866583,NAD83
10352019,FWM DATA LINE 41 DIV - STEAMBOAT - VISTA,Stream,39.5432435,-119.866583,NAD83
10352020,FWM DATA LINE 43 GAIN OR LOSS-ICELAND TO VISTA,Stream,39.5432435,-119.866583,NAD83
10352021,FWM DATA LINE 44 FAIRCHILD PUMP,Stream,39.5432435,-119.866583,NAD83
10352022,FWM DATA LINE 50 MCCARRAN-S.S.,Stream,39.5432435,-119.866583,NAD83
10352024,FWM DATA LINE 55 GAIN OR LOSS-VISTA TO DERBY,Stream,39.5432435,-119.866583,NAD83
10352025,FWM DATA LINE 56 DIV - STEAMBOAT - DERBY,Stream,39.5432435,-119.866583,NAD83
10352026,FWM DATA LINE 58 GAIN OR LOSS-ICELAND TO DERBY,Stream,39.5432435,-119.866583,NAD83
10352027,FWM DATA LINE 59 PRESTON,Stream,39.5432435,-119.866583,NAD83
10352028,FWM DATA LINE 64 OLINGHOUSE NO.1,Stream,39.5432435,-119.866583,NAD83
10352029,FWM DATA LINE 67 OLINGHOUSE NO.2,Stream,39.5432435,-119.866583,NAD83
10352030,FWM DATA LINE 69 OLINGHOUSE NO.3,Stream,39.5432435,-119.866583,NAD83
10352031,FWM DATA LINE 71 PRESTON TO INDIAN,Stream,39.5432435,-119.866583,NAD83
10352032,FWM DATA LINE 72 RV AT PYRAMID,Stream,39.5432435,-119.866583,NAD83
10352033,FWM DATA LINE 73 GAIN OR LOSS-PRESTON TO INDIAN,Stream,39.5432435,-119.866583,NAD83
10352034,FWM DATA LINE 74 STEAMBOAT - INDIAN,Stream,39.5432435,-119.866583,NAD83
10352035,FWM DATA LINE 76 TOTAL SUPPLY,Stream,39.5432435,-119.866583,NAD83
10352036,FWM DATA LINE 78 TOTAL GAIN OR LOSS FOR RV,Stream,39.5432435,-119.866583,NAD83
10353600,"KINGS RV NR OROVADA, NV",Stream,41.90574167,-118.309125,NAD83
10353650,"QUINN RV NR DENIO, NV",Stream,41.4637885,-118.2815429,NAD83
10353700,"LEONARD CK NR DENIO, NV",Stream,41.5258861,-118.715225,NAD83
10353710,"BLACK ROCK DESERT TRIB NR SULPHUR, NV",Stream,40.8999015,-118.6287718,NAD83
10353730,"DRY CK NR GERLACH, NV",Stream,40.72851218,-119.4529677,NAD83
10353750,"MAHOGANY CK NR SUMMIT LAKE, NV",Stream,41.54306667,-119.0067472,NAD83
10353770,"S WILLOW CK NR GERLACH, NV",Stream,41.01739835,-119.3524098,NAD83
10353790,"RED MT CK NR GERLACH, NV",Stream,40.9137882,-119.4149114,NAD83
10353795,"DEEP HOLE SPRING CK NR GERLACH, NV",Stream,40.7976782,-119.5160255,NAD83
10353798,"BUFFALO CK NR GERLACH, NV",Stream,40.62767916,-119.7857566,NAD83
10353799,"SMOKE CK AT BM 4044 NR GERLACH, NV",Stream,40.5240686,-119.897149,NAD83
10353800,"SMOKE CK BLW RESERVOIR NR SMOKE CK, NV",Stream,40.5090688,-119.8743705,NAD83
10353955,"SKEDADDLE CK BLW HOLMAN DAMSITE NR FLANIGAN, NV",Stream,40.3215703,-119.9963175,NAD83
10353960,SKEDADDLE C NR HERLONG CA,Stream,40.26295944,-120.0321512,NAD83
10353965,"GASPERONI CK NR FLANIGAN, NV",Stream,40.1062943,-119.8235307,NAD83
10353970,"COTTONWOOD CK NR FLANIGAN, NV",Stream,40.1062943,-119.8249197,NAD83
10353971,"ROCK SPGS CK NR FLANIGAN, NV",Stream,40.0660164,-119.8846433,NAD83
10353972,"MILNE CK NR FLANIGAN, NV",Stream,40.06101645,-119.884921,NAD83
10353973,"ANDERSON CK NR FLANIGAN, NV",Stream,40.0665719,-119.8932547,NAD83
10353975,"WILLOW SPG CK NR FLANIGAN, NV",Stream,40.07657185,-119.9004774,NAD83
10353976,FISH SPRINGS C NR FLANIGAN NV,Stream,40.062405,-119.9449232,NAD83
10353977,"ANTOINETTE CK NR FLANIGAN, NV",Stream,40.05962715,-119.9596458,NAD83
103539771,"BUTLER CK NR FLANIGAN, NV",Stream,40.04434937,-119.9665903,NAD83
10353985,WASHOE C NR HALLELUJAH J,Stream,39.7804619,-120.060757,NAD83
10354000,LONG VALLEY C NR SCOTTS CA,Stream,39.85546105,-120.0677023,NAD83
10354450,WILLOW RANCH C A DOYLE CA,Stream,40.0387922,-120.1243723,NAD83
10354500,LONG VALLEY C NR DOYLE CA,Stream,40.1376801,-120.2010424,NAD83
10354670,MCDERMOTT C NR MILFORD CA,Stream,40.1535117,-120.3532699,NAD83
10354700,MILL C A MILFORD CA,Stream,40.17073367,-120.3716042,NAD83
10354800,HALLETT C NR BUNTINGVILLE CA,Stream,40.2685096,-120.4924434,NAD83
10354900,PARKER C A HWY 395 A BUNTINGVILLE CA,Stream,40.28767615,-120.4971661,NAD83
10354950,BAXTER C NR JOHNSTONVILLE CA,Stream,40.33600757,-120.5899477,NAD83
10355000,BAXTER C NR JANESVILLE CA,Stream,40.3260085,-120.541057,NAD83
10355500,SCHLOSS C A JANESVILLE CA,Stream,40.2998975,-120.5399455,NAD83
10356000,BANKHEAD C A JANESVILLE CA,Stream,40.2960089,-120.5252228,NAD83
10356300,WF WILLARD C TRIB NR WESTWOOD CA,Stream,40.37350347,-120.8191219,NAD83
10356380,SUSAN R ABV WILLARD C NR SUSANVILLE CA,Stream,40.39572637,-120.7818989,NAD83
10356500,SUSAN R A SUSANVILLE CA,Stream,40.4137361,-120.6642556,NAD83
10356700,PIUTE C A SUSANVILLE CA,Stream,40.43045054,-120.6696737,NAD83
10356950,HILLS C NR SUSANVILLE CA,Stream,40.35045039,-120.6760617,NAD83
10357000,GOLD RUN C AB RICHMOND SCHOOL NR SUSANVILLE CA,Stream,40.37350636,-120.653839,NAD83
10357400,LASSEN C AB CO RD 205 NR SUSANVILLE CA,Stream,40.341284,-120.6607833,NAD83
10358470,WILLOW C TRIB NR SUSANVILLE CA,Stream,40.49656337,-120.5593937,NAD83
10358500,WILLOW C NR SUSANVILLE CA,Stream,40.4890637,-120.5371707,NAD83
10358600,PETES C NR LITCHFIELD CA,Stream,40.5004535,-120.4685574,NAD83
10358650,BALLS CYN C NR LITCHFIELD CA,Stream,40.4271209,-120.4260545,NAD83
10358700,WILLOW C NR LITCHFIELD CA,Stream,40.4432317,-120.4477223,NAD83
10359000,WILLOW C NR STANDISH CA,Stream,40.40128744,-120.4482772,NAD83
10359040,SUSAN R NR LITCHFIELD CA,Stream,40.37767707,-120.3949414,NAD83
10359100,SHAFFER C NR LITCHFIELD CA,Stream,40.39156694,-120.3074382,NAD83
10359250,PINE C NR WESTWOOD CA,Stream,40.5737774,-121.1060766,NAD83
10359270,ASPEN C NR WESTWOOD CA,Stream,40.71294496,-121.0777428,NAD83
10359290,PINE C TRIB NR SUSANVILLE CA,Stream,40.72878129,-120.87996,NAD83
10359300,PINE C NR SUSANVILLE CA,Stream,40.6648935,-120.7913464,NAD83
10359350,EAGLE LK TRIB NR SUSANVILLE CA,Stream,40.7360059,-120.7066225,NAD83
10359490,MADELINE PLAINS TRIB NR RAVENDALE CA,Stream,40.7448984,-120.3232762,NAD83
10359510,WHISKEY C NR TERMO CA,Stream,40.8207297,-120.5843969,NAD83
10360230,EAGLE C A EAGLEVILLE CA,Stream,41.3123957,-120.1252193,NAD83
10360401,MILL C A UPPER LK NR LAKE CITY CA,Stream,41.6454485,-120.2135593,NAD83
10360900,BIDWELL C BL MILL C NR FORT BIDWELL CA,Stream,41.8823902,-120.1749508,NAD83
10361000,BIDWELL C A FORT BIDWELL CA,Stream,41.8748904,-120.1621726,NAD83
10361700,"BADGER CK TRIB NR VYA, NV",Stream,41.72211629,-119.3732584,NAD83
10363500,KEENO C NR FORT BIDWELL CA,Stream,41.9665568,-120.0010582,NAD83
10364000,ROCK C NR FORT BIDWELL C,Stream,41.9665569,-119.984391,NAD83
10365500,EF HORSE C NR FORT BIDWELL CA,Stream,41.9832238,-119.9343898,NAD83
10407150,"BIG SPG RES TRIB NR DENIO, NV",Stream,41.94794855,-119.2985354,NAD83
11142800,RAT C NR LUCIA CA,Stream,36.09218444,-121.6185558,NAD83
11143000,BIG SUR R NR BIG SUR CA,Stream,36.24576038,-121.7732293,NAD83
11143010,BIG SUR R A ANDREW MOLERA STATE PARK NR BIG SUR CA,Stream,36.28666667,-121.8494444,NAD83
11143020,LITTLE SUR R NR PT SUR CA,Stream,36.33246319,-121.8852334,NAD83
11143045,GARRAPATA C BL JOSHUA C NR NOTLEYS LANDING CA,Stream,36.41579596,-121.9066216,NAD83
11143046,GARRAPATA C A HWY 1 NR NOTLEYS LANDING CA,Stream,36.41718486,-121.9135663,NAD83
11143050,DOUD C NR CARMEL CA,Stream,36.42162926,-121.9121773,NAD83
11143100,SAN JOSE C NR CARMEL CA,Stream,36.5230171,-121.9263434,NAD83
11143190,KLONDIKE CYN NR CARMEL VALLEY CA,Stream,36.47079508,-121.713558,NAD83
11143200,CARMEL R A ROBLES DEL RIO CA,Stream,36.4748611,-121.7288889,NAD83
11143250,CARMEL R NR CARMEL CA,Stream,36.5390863,-121.880458,NAD83
11143300,ARROYO DEL REY A DEL REY OAKS CA,Stream,36.59384897,-121.8377294,NAD83
11148550,INDIAN VALLEY C TRIB NR VALLETON CA,Stream,36.02357336,-120.6537775,NAD83
11149650,SULPHUR SPRINGS CYN NR JOLON CA,Stream,36.0194116,-121.2385359,NAD83
11150700,FELIZ CYN TRIB NR SAN LUCAS CA,Stream,36.10968829,-121.0579695,NAD83
11150800,COW C NR SAN ARDO CA,Stream,36.17774209,-120.7968438,NAD83
11150950,SAN LORENZO C TRIB NR BITTERWATER CA,Stream,36.291631,-120.9704643,NAD83
11151000,SAN LORENZO C NR KING CITY CA,Stream,36.2596872,-121.0190779,NAD83
11151300,SAN LORENZO C BL BITTERWATER C NR KING CITY CA,Stream,36.26802087,-121.066303,NAD83
11151500,SAN LORENZO C A KING CITY CA,Stream,36.20968825,-121.1190839,NAD83
11151600,"LITTLE RABBIT VALLEY C NR SAN BENITO, CA",Stream,36.4471859,-121.0482468,NAD83
11151700,SALINAS R A SOLEDAD CA,Stream,36.4110383,-121.319331,NAD83
11151870,ARROYO SECO NR GREENFIELD CA,Stream,36.23746164,-121.4816027,NAD83
11151950,SAND C NR PARAISO SPRINGS CA,Stream,36.26329618,-121.4310448,NAD83
11152000,ARROYO SECO NR SOLEDAD CA,Stream,36.28052076,-121.3227063,NAD83
11152050,ARROYO SECO BL RELIZ C NR SOLEDAD CA,Stream,36.39968708,-121.3240962,NAD83
11152200,SALINAS R NR GONZALES CA,Stream,36.4866293,-121.4693817,NAD83
11152300,SALINAS R NR CHUALAR CA,Stream,36.55357267,-121.5493856,NAD83
11152500,SALINAS R NR SPRECKELS CA,Stream,36.631071,-121.672446,NAD83
11152540,EL TORO C NR SPRECKELS CA,Stream,36.5832937,-121.714947,NAD83
11152570,ALISAL C NR SALINAS CA,Stream,36.6924599,-121.568832,NAD83
11152600,GABILAN C NR SALINAS CA,Stream,36.75579196,-121.6105005,NAD83
11152700,MORO COJO SLOUGH TRIB NR CASTROVILLE CA,Stream,36.77495707,-121.7191149,NAD83
11152850,NF PACHECO C ABV PACHECO RES NR BELL STATION CA,Stream,37.08669444,-121.2875556,NAD83
11152870,NF PACHECO C BLW PACHECO RES NR BELL STATION CA,Stream,37.0494722,-121.2910833,NAD83
11152880,SF PACHECO C ABV HWY 152 NR BELL STATION CA,Stream,37.04368056,-121.2759028,NAD83
11152890,PACHECO C A BELL STATION CA,Stream,37.03480556,-121.3100556,NAD83
11152900,CEDAR C NR BELL STATION CA,Stream,37.04991347,-121.327395,NAD83
11153000,PACHECO C NR DUNNEVILLE CA,Stream,36.98,-121.3802778,NAD83
11153040,PACHECO C A DUNNEVILLE CA,Stream,36.95994927,-121.4179906,NAD83
11153050,PACHECO C TRIB NR DUNNEVILLE CA,Stream,36.96522675,-121.409379,NAD83
11153470,LLAGAS C AB CHESBRO RES NR MORGAN HILL CA,Stream,37.1483333,-121.7683333,NAD83
11153500,LLAGAS C NR MORGAN HILL CA,Stream,37.11439105,-121.6905028,NAD83
11153530,LLAGAS C A MACHADO SCH NR MORGAN HILL CA,Stream,37.08966918,-121.6616127,NAD83
11153555,LLAGAS C A SAN MARTIN CA,Stream,37.0868907,-121.6052214,NAD83
11153650,LLAGAS C NR GILROY,Stream,36.98741308,-121.5271216,NAD83
11153700,PAJARO R NR GILROY CA,Stream,36.9482836,-121.5118842,NAD83
11153790,UVAS C A SVEADAL CA,Stream,37.0902258,-121.8046744,NAD83
11153800,ALEC CYN NR MORGAN HILL CA,Stream,37.0832816,-121.7852292,NAD83
11153900,UVAS C AB UVAS RES NR MORGAN HILL CA,Stream,37.0927254,-121.7182818,NAD83
11154000,UVAS C NR MORGAN HILL CA,Stream,37.06661475,-121.6927252,NAD83
11154100,BODFISH C NR GILROY CA,Stream,37.0041163,-121.6671686,NAD83
11154200,UVAS C NR GILROY CA,Stream,36.99217114,-121.5735532,NAD83
11154500,PAJARO R A SARGENT CA,Stream,36.93328449,-121.5343853,NAD83
11154700,CLEAR C NR IDRIA CA,Stream,36.36079387,-120.7607315,NAD83
11155000,SAN BENITO R NR HERNANDEZ CA,Stream,36.39440514,-120.8357353,NAD83
11155500,MCCOY C NR HERNANDEZ CA,Stream,36.4096825,-120.8357353,NAD83
11156000,SAN BENITO R BL M C NR HERNANDEZ CA,Stream,36.3894063,-120.8960162,NAD83
11156450,WILLOW C TRIB NR SAN BENITO CA,Stream,36.59023988,-121.196868,NAD83
11156500,SAN BENITO R NR WILLOW CREEK SCHOOL CA,Stream,36.60936829,-121.2029416,NAD83
11156680,THOMPSON C NR PAICINES CA,Stream,36.6874606,-121.3440996,NAD83
11156700,PESCADERO C NR PAICINES CA,Stream,36.6944049,-121.3107646,NAD83
11157000,SAN BENITO R NR TRES PINOS CA,Stream,36.77356935,-121.3524337,NAD83
11157500,TRES PINOS C NR TRES PINOS CA,Stream,36.765753,-121.2996128,NAD83
11158000,TRES PINOS C A HWY BR NR TRES PINOS CA,Stream,36.76495848,-121.2993754,NAD83
11158100,TRES PINOS C A RD FORD NR TRES PINOS CA,Stream,36.77856898,-121.318543,NAD83
11158200,TRES PINOS C A TRES PINOS CA,Stream,36.78829075,-121.32771,NAD83
11158300,TRES PINOS C A S SIDE RD NR TRES PINOS CA,Stream,36.7885686,-121.3591005,NAD83
11158500,SAN BENITO R NR HOLLISTER CA,Stream,36.78801314,-121.3707678,NAD83
11158520,SAN BENITO R A HOSPITAL RD NR HOLLISTER CA,Stream,36.81551186,-121.3921575,NAD83
11158550,SAN BENITO R A CIENEGA RD NR HOLLISTER CA,Stream,36.8260669,-121.4021579,NAD83
11158600,SAN BENITO R BL HOSPITAL RD BRIDGE NR HOLLISTER CA,Stream,36.81675,-121.3926806,NAD83
11158700,SAN BENITO R A MITCHELL RD NR HOLLISTER CA,Stream,36.85745447,-121.4552158,NAD83
11158900,PESCADERO C NR CHITTENDEN CA,Stream,36.90773034,-121.5854987,NAD83
11159000,PAJARO R A CHITTENDEN CA,Stream,36.90019209,-121.5976778,NAD83
11159150,CORRALITOS C NR CORRALITOS CA,Stream,37.00550594,-121.8080085,NAD83
11159200,CORRALITOS C A FREEDOM CA,Stream,36.9393968,-121.7705065,NAD83
11159400,GREEN VALLEY C NR CORRALITOS CA,Stream,36.97689577,-121.7763403,NAD83
11159490,SALSIPUEDES C NR WATSONVILLE CA,Stream,36.9181222,-121.733611,NAD83
11159500,PAJARO R A WATSONVILLE CA,Stream,36.9056111,-121.7518889,NAD83
11159690,APTOS C NR APTOS CA,Stream,37.00161665,-121.9060688,NAD83
11159700,APTOS C A APTOS CA,Stream,36.9763396,-121.9024573,NAD83
11159770,LAUREL C NR LAUREL CA,Stream,37.1182803,-121.9255126,NAD83
